38.576698 -92.173523
34.154179 -117.344208
35.336761 -106.592957
40.86871 -73.001488
38.655579 -92.779922
40.317329 -74.619881
45.210121 -123.198723
39.030392 -77.072479
26.934219 -80.094208
26.058701 -80.337273
34.67794 -76.950783
29.578011 -98.689751
36.727779 -110.254578
39.70499 -104.933594
46.4953 -84.345322
38.767342 -77.728333
43.820641 -69.814774
42.93364 -85.341957
40.88839 -80.693962
26.18787 -81.695091
43.436749 -71.172287
42.55843 -71.268951
40.83176 -75.882423
45.244282 -123.11483
40.740929 -73.662628
31.10302 -93.179131
39.084 -77.152763
34.063229 -77.891373
40.15731 -76.792747
41.107319 -73.795967
47.954342 -117.476891
37.175259 -113.289948
34.158058 -119.22316
34.71822 -76.663818
21.92416 -159.526855
44.477489 -88.016212
41.66394 -83.555206
32.811161 -115.380257
40.873711 -72.807877
40.240349 -79.576714
33.570862 -117.635612
42.234741 -88.94899
42.626701 -82.597687
33.74752 -116.97197
45.031361 -92.792976
42.0751 -72.033409
38.600121 -77.162201
41.313671 -81.508453
46.19986 -119.013062
43.133968 -70.926453
43.180561 -87.900642
48.787048 -122.580452
34.062511 -118.090347
34.815159 -79.18309
35.23064 -89.740356
28.039471 -81.949799
32.831242 -85.763573
40.439461 -93.2341
40.687321 -75.262398
40.691212 -73.563179
41.442871 -74.388489
42.91695 -89.217888
46.716209 -122.9543
46.40287 -117.06395
37.734299 -79.35392
40.796719 -81.521507
37.136719 -85.956917
27.371429 -82.489822
48.420872 -101.339142
31.999269 -106.605553
33.209839 -87.569168
34.10149 -84.519379
39.249779 -84.295769
39.427341 -75.234077
32.737598 -101.950989
42.90868 -76.540222
43.104229 -77.884453
35.580429 -81.016541
28.61944 -81.442574
43.91869 -69.801163
38.385651 -81.836243
36.556999 -89.966476
45.261101 -93.449997
39.81369 -79.02475
41.31366 -81.724571
36.380779 -119.664299
42.97673 -78.591972
33.46817 -88.326698
38.370071 -85.180511
43.21833 -89.341507
40.23315 -76.137169
33.08987 -82.015671
41.497829 -81.537354
40.776489 -73.467346
34.628979 -92.55822
39.860889 -83.635201
29.6005 -98.487244
40.76078 -111.891052
35.41069 -80.84285
40.264 -74.491257
41.475079 -75.677132
31.963779 -95.2705
38.949501 -84.853844
25.901751 -97.497482
44.98595 -122.982872
34.94957 -81.932053
41.168941 -82.217941
38.56144 -89.897324
39.478451 -74.575157
40.963638 -91.557938
37.103668 -93.818542
20.930901 -156.687775
33.887051 -91.491791
48.410992 -119.52755
39.15094 -76.923027
44.250999 -116.96933
34.613121 -106.763641
42.195919 -73.362061
38.53339 -90.279282
37.54216 -122.51609
32.704578 -87.59584
29.069691 -98.081947
41.513371 -87.67421
42.894531 -71.67424
40.103439 -75.212402
31.0366 -82.747078
30.7752 -94.415482
42.08532 -83.682442
36.728119 -91.852371
26.917561 -82.078423
28.49556 -81.534798
42.240871 -83.269653
36.335339 -92.385162
40.524151 -104.851082
40.075821 -102.223251
35.262081 -81.187302
39.640259 -106.374199
35.23875 -81.075081
39.312279 -84.650497
40.858429 -73.099548
36.13905 -75.731567
40.868069 -97.592003
39.549278 -76.091621
35.90868 -90.80262
30.701571 -91.436218
31.674879 -88.646149
40.983711 -73.979858
42.509201 -84.655807
37.759029 -77.47998
30.16688 -96.397743
40.581059 -111.850769
35.701729 -96.880859
36.132092 -78.756668
34.662842 -106.776421
43.15868 -76.33271
40.67923 -80.494789
26.261749 -81.80925
38.137421 -120.459641
39.886452 -83.44825
38.180569 -99.098709
39.11026 -108.350922
32.78347 -89.227837
45.657269 -68.709763
41.47892 -87.454758
34.225731 -77.94471
35.865589 -101.973244
39.08289 -77.264977
43.31778 -88.37899
40.19981 -76.731079
41.413979 -73.303452
40.173649 -85.494141
